章节或编码,中文名称
1F53.Y,其他特指的美洲锥虫病
1F53.Z,美洲锥虫病，未特指的
1F54.0,内脏利什曼病
1F54.1,皮肤利什曼病
1F54.2,黏膜皮肤利什曼病
1F54.Z,利什曼病，未特指的
1F55,福氏纳格里阿米巴病
1F56,鼻孢子虫病
1F57.0,刚地弓形虫所致肝炎
1F57.1,刚地弓形虫脑膜脑炎
1F57.2,肺刚地弓形虫病
1F57.3,刚地弓形虫眼病
1F57.Y,其他特指的弓形虫病
1F57.Z,弓形虫病，未特指的
1F58,微孢子虫病
1F5Z,未特指的原虫病
1F60.0,广州管圆线虫病所致嗜酸性粒细胞性脑膜炎
1F60.1,肠道管圆线虫病
1F60.Y,其他特指的圆线虫病
1F60.Z,圆线虫病，未特指的
1F61,异尖线虫病
1F62,蛔虫病
1F63.0,肠毛细线虫病
1F63.Y,其他特指的毛细线虫病
1F63.Z,毛细线虫病，未特指的
1F64,麦地那龙线虫病
1F65,蛲虫病
1F66.0,罗阿丝虫病
1F66.1,曼森线虫病
1F66.2,马来丝虫病
1F66.30,班氏丝虫病
1F66.31,马来丝虫病
1F66.32,帝纹丝虫病
1F66.3Z,淋巴丝虫病，未特指的
1F66.4,皮下恶丝虫病
1F66.Y,其他特指的丝虫病
1F66.Z,其他丝虫病，未特指的
1F67,颚口线虫病
1F68.0,钩虫病
1F68.1,美洲钩虫病
1F68.2,皮肤幼虫移行症
1F69,结节线虫病
1F6A.0,眼盘尾丝虫病
1F6A.1,皮肤盘尾丝虫病
1F6A.Y,其他特指的盘尾丝虫病
1F6B,类圆线虫病
1F6C,比翼线虫病
1F6D,弓首蛔虫病
1F6E,旋毛虫病
1F6F,毛圆线虫病
1F6G,鞭虫病
1F6H,钩虫病
1F6Y,其他特指的线虫病
1F6Z,线虫病，未特指的
1F70.00,囊尾蚴病脑膜炎
1F70.1,眼囊尾蚴病病
1F70.Y,其他特指的囊尾蚴病病
1F70.Z,囊尾蚴病，未特指的
1F71,裂头绦虫病
1F72,复孔绦虫病
1F73.0,肝棘球蚴感染
1F73.1,肺包虫病
1F73.2,骨棘球蚴感染
1F73.3,中枢神经系统棘球蚴感染
1F73.Y,其他特指的棘球蚴病
1F73.Z,棘球蚴病，未特指的
1F74,膜壳绦虫病
1F75,裂头蚴病
1F76.0,猪带绦虫病
1F76.1,牛带绦虫病
1F76.Y,其他特指的带绦虫病
1F76.Z,带绦虫病，未特指的
1F7Y,其他特指的带绦虫病
1F7Z,带绦虫病，未特指的
1F80,华支睾吸虫病
1F81,双腔吸虫病
1F82,片吸虫病
1F83,姜片吸虫病
1F84,后睾吸虫病
1F85,并殖吸虫病
1F86.0,埃及血吸虫病
1F86.1,曼氏血吸虫病
1F86.2,日本血吸虫病
1F86.3,其他血吸虫病
1F86.4,尾蚴性皮炎
1F86.5,血吸虫性肺炎
1F86.Z,未特指或不明的血吸虫属引起的血吸虫病
1F8Y,吸虫引起的其他特指疾病
1F8Z,吸虫病，未特指的
1F90.0,混合性肠道蠕虫病
1F90.1,肠道寄生虫侵染，其他方面未特指
1F90.2,肠道蠕虫病，未特指的
1F90.Y,其他特指的其他和未特指的寄生蠕虫侵染
1F90.Z,其他和未特指的寄生蠕虫侵染，未特指的
1F91,裂头绦虫病和裂头蚴病
1F9Z,蠕虫病，未特指的
1G00.0,头虱病
1G00.1,体虱病
1G00.Z,未特指部位或类型的虱病
1G01.0,眼蝇蛆病
1G01.1,鼻咽蝇蛆病
1G01.2,喉蝇蛆病
1G01.3,皮肤蝇蛆病
1G01.Y,其他特指的蝇蛆病
1G01.Z,蝇蛆病，未特指的
1G02,体表水蛭病
1G03,（阴）虱病
1G04.0,经典疥疮
1G04.1,结痂性疥疮
1G04.Y,其他和未特指的疥疮
1G05,潜蚤病
1G06,臭虫痒症
1G07.0,蠕形螨侵染
1G07.Y,其他特指寄生螨的皮肤侵染
1G0Z,未知或未特指的皮外寄生物侵染
1G2Y,其他特指的寄生虫病
1G2Z,未特指的寄生虫病
1G40,脓毒症不伴脓毒性休克
1G41,脓毒症合并（伴）脓毒性休克
1G60.0,足分支菌病，类型不明或未特指
1G60.1,腐皮病
1G60.2,原藻病
1G60.Y,其他特指的感染性病因疾患，不可归类在他处者
1G80,结核后遗症
1G81,沙眼后遗症
1G82,麻风后遗症
1G83,脊髓灰质炎后遗症
1G84,病毒性脑炎后遗症
1G85,白喉后遗症
1G8Y,其他特指的感染性疾病后遗症
1H0Z,感染，未特指的
2A00.00,脑胶质母细胞瘤
2A00.0Y,其他特指的脑神经胶质瘤
2A00.0Z,脑神经胶质瘤，未特指的
2A00.10,脑髓母细胞瘤
2A00.11,中枢性原始神经外胚层肿瘤
2A00.1Y,其他特指的脑胚胎性肿瘤
2A00.1Z,脑胚胎性肿瘤，未特指的
2A00.20,松果体瘤或松果体区肿瘤
2A00.21,混合性神经元-胶质细胞肿瘤
2A00.22,脉络丛乳头状瘤
2A00.2Y,其他特指的脑神经上皮组织肿瘤
2A00.2Z,脑神经上皮组织肿瘤，未特指的
2A00.3,脑中枢神经细胞瘤
2A00.4,脑星形母细胞瘤
2A00.5,未知或未特指类型的脑原发性肿瘤
2A00.Z,未知或未特指类型的脑原发性肿瘤
2A01.00,原发恶性脑脊膜瘤
2A01.0Y,其他特指的脑脊膜肿瘤
2A01.0Z,脑脊膜肿瘤，未特指的
2A01.1,脑脊膜间叶组织肿瘤
2A01.2,未知或未特指类型的脑脊膜原发肿瘤
2A02.00,脊髓、颅神经或中枢神经系统其余部位的胶质母细胞瘤
2A02.0Y,其他特指的脊髓、颅神经或中枢神经系统其余部位的胶质瘤
2A02.0Z,脊髓，颅神经或中枢神经系统其余部位的胶质瘤，未特指的
2A02.10,外周神经鞘恶性肿瘤
2A02.11,椎旁神经母细胞瘤
2A02.12,视神经恶性肿瘤
2A02.1Y,其他特指的颅神经或椎旁神经肿瘤
2A02.1Z,颅神经或椎旁神经肿瘤，未特指的
2A02.2,未知或未特指类型的脊髓或颅神经原发肿瘤
2A02.3,颅神经良性肿瘤
2A02.4,脊髓良性肿瘤
2A0Z,其他和未特指的颅或中枢神经系统肿瘤
2A20.00,慢性髓细胞性白血病急变期 
2A20.01,慢性髓性白血病，费城染色体（Ph1）阳性
2A20.02,慢性髓细胞性白血病，t（9:22）（q34;q11） 
2A20.03,Naegeli型单核细胞白血病
2A20.0Y,其他特指的慢性髓细胞性白血病，BCR-ABL1-阳性
2A20.0Z,慢性髓细胞性白血病BCR-ABL1阳性，未特指的
2A20.1,慢性中性粒细胞白血病
2A20.2,原发性骨髓纤维化
2A20.3,慢性嗜酸性粒细胞白血病，不可归类在他处者
2A20.4,真性红细胞增多症
2A20.5,不可归类的非肥大细胞骨髓增殖性肿瘤
2A20.Y,其他特指的非肥大细胞骨髓增殖性肿瘤
2A20.Z,非肥大细胞骨髓增殖性肿瘤，未特指的
2A21.00,肥大细胞白血病
2A21.0Y,其他特指的系统性肥大细胞增多症
2A21.0Z,系统性肥大细胞增多症，未特指的
2A21.10,色素性荨麻疹
2A21.1Y,其他特指的皮肤肥大细胞增多症
2A21.2,肥大细胞肉瘤
2A21.3,皮肤外肥大细胞瘤
2A21.Y,其他特指的肥大细胞增多症
2A21.Z,肥大细胞增多症，未特指的
2A22,其他和未特指的骨髓增生性肿瘤
2A30,难治性贫血
2A31,难治性中性粒细胞减少症
2A32,难治性血小板减少症
2A33,难治性贫血伴环状铁粒幼细胞
2A34,难治性血细胞减少症伴多谱系发育异常
2A35,难治性贫血伴原始细胞过多
2A36,骨髓增生异常综合征伴孤立性染色体5q缺失
2A37,不可归类的骨髓增生异常综合征
2A38,儿童期难治性血细胞减少症
2A3Y,其他特指的骨髓增生异常综合征
2A3Z,骨髓增生异常综合征，未特指的
2A40,慢性粒单核细胞白血病
2A41,不典型慢性髓系白血病，BCR_ABL1阴性
2A42.0,完全缓解的幼年型粒单核细胞白血病
2A42.Y,其他特指的幼年型粒单核细胞白血病
2A42.Z,幼年型粒单核细胞白血病，未特指的
2A43,难治性贫血伴环形铁粒幼细胞伴血小板显著增多
2A44,不可归类的骨髓增殖性和骨髓增生异常疾病
2A4Y,其他特指的骨髓增生异常和骨髓增殖性肿瘤
2A4Z,骨髓增生异常和骨髓增殖性肿瘤，未特指的
2A50,PDGFRA重排相关性髓样肿瘤
2A51,PDGFRB重排相关性髓样肿瘤
2A52,髓样或淋巴样肿瘤伴FGFR1异常
2A5Z,髓样和淋巴样肿瘤伴嗜酸粒细胞增多和PDGFRA、PDGFRB或FGFR1异常，未特指的
2A60.0,急性髓系白血病伴重现性遗传学异常
2A60.1,急性髓系白血病伴脊髓增生异常相关改变
2A60.20,治疗相关性急性髓系白血病或骨髓增生异常综合征
2A60.2Y,其他特指的治疗相关性髓系肿瘤
2A60.2Z,治疗相关性髓系肿瘤，未特指的
2A60.30,急性髓系白血病微分化形
2A60.31,急性髓系白血病不伴成熟
2A60.32,急性髓系白血病伴成熟
2A60.33,急性粒-单核细胞白血病
2A60.34,急性原始单核细胞或单核细胞性白血病
2A60.35,急性红白血病
2A60.36,急性原始巨核细胞白血病
2A60.37,急性嗜碱细胞白血病
2A60.38,急性全骨髓增殖症伴骨髓纤维化
2A60.39,髓系肉瘤
2A60.3Y,其他特指的急性髓系白血病，采用其他标准不可归类在他处者
2A60.3Z,急性髓系白血病，未特指的
2A60.40,短暂性骨髓细胞生成异常
2A60.41,唐氏综合征相关性髓系白血病
2A60.4Y,其他特指的唐氏综合症相关性髓系增殖
2A60.4Z,唐氏综合症相关性髓系增殖，未特指的
2A60.5,母细胞性浆细胞样树突细胞肿瘤
2A60.Y,其他特指的急性髓系白血病和相关前体细胞肿瘤
2A60.Z,急性髓系白血病和相关前体细胞肿瘤，未特指的
2A61,急性杂合性白血病
2A70.0,B淋巴母细胞白血病或淋巴瘤，不可归类在他处者
2A70.1,B淋巴母细胞白血病或淋巴瘤伴t（9:22） （q34;q11.2）; BCR-ABL1
2A70.Y,其他B淋巴母细胞白血病或淋巴瘤伴t（9:22） （q34;q11.2）; BCR-ABL1
2A71,前体T淋巴母细胞肿瘤
2A7Z,前体淋巴细胞肿瘤，未特指的
2A80.0,滤泡性淋巴瘤1级
2A80.1,滤泡性淋巴瘤2级
2A80.2,滤泡性淋巴瘤3级
2A80.3,原发性皮肤滤泡中心淋巴瘤
2A80.4,儿童型滤泡性淋巴瘤
2A80.5,原位滤泡性淋巴瘤
2A80.6,小肠滤泡性淋巴瘤
2A80.Y,其他特指的滤泡性淋巴瘤
2A80.Z,滤泡性淋巴瘤，未特指的
2A81.0,原发纵隔大B细胞淋巴瘤
2A81.1,血管内大B细胞淋巴瘤
2A81.2,浆母细胞淋巴瘤
2A81.3,淋巴瘤样肉芽肿
2A81.4,富于T细胞组织细胞型大B细胞淋巴瘤
2A81.5,原发中枢神经系统弥漫大B细胞淋巴瘤
2A81.6,老年EB病毒阳性弥漫大B细胞淋巴瘤
2A81.7,慢性炎症相关性弥漫大B细胞淋巴瘤
2A81.8,ALK阳性大B细胞淋巴瘤
2A81.9,原发渗出性淋巴瘤
2A81.A,原发皮肤弥漫大B细胞淋巴瘤，腿型
2A81.Y,其他特指的弥漫大B细胞淋巴瘤
2A81.Z,弥漫大B细胞淋巴瘤，其他方面未特指
2A82.00,慢性B细胞型淋巴细胞白血病未提及缓解
2A82.0Y,其他特指的慢性淋巴细胞白血病或小淋巴细胞淋巴瘤
2A82.0Z,慢性淋巴细胞白血病或小淋巴细胞淋巴瘤，未特指的
2A82.10,B细胞幼淋巴细胞白血病完全缓解
2A82.1Y,其他特指的B细胞幼淋巴细胞白血病
2A82.1Z,B细胞幼淋巴细胞白血病，未特指的
2A82.2,毛细胞白血病
2A82.3,不可归类的脾B细胞淋巴瘤或白血病
2A82.Y,其他特指的成熟B细胞肿瘤伴白血病行为
2A82.Z,成熟B细胞肿瘤伴白血病行为，未特指的
2A83.0,意义未明的单克隆丙种球蛋白病
2A83.1,浆细胞骨髓瘤
2A83.2,孤立性浆细胞瘤
2A83.3,骨外浆细胞瘤
2A83.4,浆细胞白血病
2A83.50,重链沉积病
2A83.51,轻链和重链沉积病
2A83.52,轻链沉积病
2A83.Y,其他特指的多发性骨髓瘤和浆细胞肿瘤
2A83.Z,浆细胞肿瘤，未特指的
2A84.0,α重链病
2A84.1,γ重链病
2A84.2,μ重链病
2A84.Y,其他特指的恶性免疫增生性疾病
2A84.Z,重链病，未特指的
2A85.0,淋巴结边缘区淋巴瘤
2A85.1,胃黏膜相关淋巴组织结外边缘区淋巴瘤
2A85.2,结外边缘区淋巴瘤，原发皮肤
2A85.3,胃或皮肤以外的结外边缘区淋巴瘤
2A85.4,淋巴浆细胞淋巴瘤
2A85.5,套细胞淋巴瘤
2A85.6,伯基特淋巴瘤包括伯基特白血病
2A85.Y,未进一步特指的成熟B细胞肿瘤或淋巴瘤
2A86.0,B细胞型恶性淋巴瘤，不可归类在他处者
2A86.1,介于伯基特淋巴瘤和弥漫大B细胞淋巴瘤之间的未分类的B细胞淋巴瘤
2A86.2,介于经典型霍奇金淋巴瘤和弥漫大B细胞淋巴瘤之间的未分类的B细胞淋巴瘤
2A86.Y,其他特指的B细胞淋巴瘤，混合特征的
2A86.Z,B细胞淋巴瘤，混合特征，未特指的
2A8Z,成熟B细胞肿瘤，未特指的
2A90.0,T-细胞幼淋巴细胞白血病
2A90.1,T-细胞大颗粒性淋巴细胞白血病
2A90.2,慢性NK细胞淋巴增殖性疾病
2A90.3,侵袭性NK细胞白血病
2A90.4,儿童系统性EBV阳性T细胞淋巴瘤
2A90.5,成人T细胞淋巴瘤或白血病，人类嗜T细胞病毒病毒1型相关性
2A90.6,结外NK/T细胞淋巴瘤，鼻型
2A90.7,肠病相关性T细胞淋巴瘤
2A90.8,肝脾T细胞淋巴瘤
2A90.9,血管免疫母细胞T细胞淋巴瘤
2A90.A,间变性大细胞淋巴瘤，ALK-阳性
2A90.B,间变性大细胞淋巴瘤，ALK-阴性
2A90.C,外周T细胞淋巴瘤，其他方面未特指
2B00,皮下脂膜炎样T细胞淋巴瘤
2B01,蕈样霉菌病
2B02,Sézary综合征
2B03.0,原发皮肤CD30阳性大细胞淋巴瘤
2B03.1,淋巴瘤样丘疹病
2B0Y,其他特指的皮肤T细胞淋巴瘤
2B0Z,原发皮肤T细胞淋巴瘤，未确定或未特指类型
2B2Y,其他特指的成熟T细胞或NK细胞肿瘤
2B2Z,成熟T细胞或NK细胞肿瘤，未特指的
2B30.0,结节性淋巴细胞为主型霍奇金淋巴瘤
2B30.10,经典型霍奇金淋巴瘤，结节硬化型
2B30.11,经典型霍奇金淋巴瘤，富于淋巴细胞型
2B30.12,经典型霍奇金淋巴瘤，混合细胞型
2B30.13,"经典型霍奇金淋巴瘤,淋巴细胞消减型"
2B30.1Z,经典型霍奇金淋巴瘤，未特指的
2B30.Z,霍奇金淋巴瘤，未特指的
2B31.0,幼年性黄色肉芽肿
2B31.1,组织细胞肉瘤
2B31.20,朗格汉斯细胞组织细胞增多症累及皮肤
2B31.2Y,其他特指的朗格汉斯细胞组织细胞增多症
2B31.3,朗格汉斯细胞肉瘤
2B31.4,交错树突细胞肉瘤
2B31.5,滤泡性树突状细胞肉瘤
2B31.6,不确定型树突细胞肿瘤
2B31.7,成纤维细胞网状细胞肿瘤
2B31.Y,其他特指的组织细胞或树突状细胞肿瘤
2B31.Z,组织细胞或树突状细胞肿瘤，未特指的
2B32.0,移植后淋巴增生性疾患，早期损害
2B32.1,反应性浆细胞增生
2B32.2,移植后淋巴组织增生性疾患，传染性单核细胞样增多症
2B32.3,多形性移植后淋巴组织增生性疾患
2B32.Y,其他特指的免疫缺陷相关性淋巴增生性疾患
2B32.Z,免疫缺陷相关性淋巴增生性疾患，未特指的
2B33.0,急性白血病，不可归类在他处者
2B33.1,髓系白血病
2B33.2,慢性髓系白血病N，不可归类在他处者
2B33.3,淋巴细胞白血病，不可归类在他处者
2B33.4,白血病，未特指
2B33.5,恶性淋巴瘤，不可归类在他处者
2B33.Y,其他恶性造血细胞肿瘤，未特指的
2B3Z,造血或淋巴组织肿瘤，未特指的
2B50.0,四肢骨或四肢关节软骨的软骨肉瘤
2B50.1,骨盆骨或骨盆关节软骨的软骨肉瘤
2B50.2,肋骨骨或肋骨关节软骨的软骨肉瘤
2B50.Y,其他特指部位骨或关节软骨的软骨肉瘤
2B50.Z,未特指部位骨或关节软骨的软骨肉瘤
2B51.0,颌骨骨性骨肉瘤或颌骨关节软骨性骨肉瘤
2B51.1,四肢骨或四肢关节软骨骨肉瘤
2B51.2,骨盆骨或骨盆关节软骨骨肉瘤
2B51.Y,其他特指部位骨和关节软骨骨肉瘤
2B51.Z,未特指部位骨和关节软骨骨肉瘤
2B52.0,四肢骨或四肢关节软骨尤文氏肉瘤
2B52.1,骨盆骨或骨盆关节软骨尤文氏肉瘤
2B52.2,肋骨或肋骨关节软骨尤文氏肉瘤
2B52.3,软组织的尤文氏肉瘤
2B52.Y,其他特指部位骨和关节软骨的的尤文氏肉瘤
2B52.Z,未特指部位骨和关节软骨的尤文氏肉瘤
2B53.0,原发部位的粘液纤维肉瘤
2B53.1,皮肤的纤维母细胞性或肌纤维母细胞性肿瘤
2B53.Y,其他特指的原发部位的纤维母细胞性或肌纤维母细胞性肿瘤
2B53.Z,原发部位未特指的纤维母细胞性或肌纤维母细胞性肿瘤
2B54.0,未归类的皮肤多形性肉瘤
2B54.1,未分类的腹膜后腔或腹膜的多形性肉瘤
2B54.Y,其他特指部位的原发的未分类的多形性肉瘤
2B54.Z,未特指部位的原发的未分类的多形性肉瘤
2B55.0,口腔或咽部横纹肌肉瘤
2B55.1,呼吸道或胸内器官横纹肌肉瘤
2B55.2,男性生殖器官横纹肌肉瘤
2B55.Y,其他特指原发部位的横纹肌肉瘤
2B55.Z,未特指原发部位的横纹肌肉瘤
2B56.0,心脏血管肉瘤
2B56.1,皮肤血管肉瘤
2B56.2,乳腺血管肉瘤
2B56.3,肝血管肉瘤
2B56.Y,其他特指原发部位的血管肉瘤
2B56.Z,未特指原发部位的血管肉瘤
2B57.0,肺部卡波西肉瘤
2B57.1,皮肤卡波西肉瘤
2B57.2,胃肠道部位卡波西肉瘤
2B57.Y,其他特指原发部位的Kaposi肉瘤
2B57.Z,未特指原发部位的Kaposi肉瘤
2B58.0,腹膜后或腹膜平滑肉瘤
2B58.1,子宫平滑肌肉瘤
2B58.2,胃平滑肌肉瘤
2B58.Y,其他特指原发部位的平滑肌肉瘤
2B58.Z,未特指原发部位的平滑肌肉瘤
2B59.0,肢体软组织脂肪肉瘤
2B59.1,腹膜后或腹膜脂肪肉瘤
2B59.2,男性生殖器官脂肪肉瘤
2B59.Y,其他特指原发部位的脂肪肉瘤
2B59.Z,未特指原发部位的脂肪肉瘤
2B5A.0,肢体软组织的滑膜肉瘤
2B5A.1,呼吸道或胸内器官滑膜肉瘤
2B5A.Y,其他特指原发部位的滑膜肉瘤
2B5A.Z,未特指原发部位的滑膜肉瘤
2B5B.0,胃的胃肠道间质瘤
2B5B.1,小肠胃肠道间质瘤
2B5B.Y,胃肠道其他部位的胃肠道间质瘤
2B5B.Z,未特指胃肠道部位的胃肠道间质瘤
2B5C.0,子宫的子宫内膜间质肉瘤
2B5C.Y,其他特指原发部位的子宫内膜间质肉瘤
2B5C.Z,未特指原发部位的子宫内膜间质肉瘤
2B5D.0,卵巢的恶性混合性上皮间质性肿瘤
2B5D.1,子宫体的恶性混合性上皮性及间质性肿瘤
2B5D.Y,其他特指原发部位的恶性混合性上皮性及间质性肿瘤
2B5D.Z,未特指原发部位的恶性混合性上皮性及间质性肿瘤
2B5E,原发部位的周围神经性或自主神经系统性恶性神经鞘瘤
2B5F.0,不可归类在他处的子宫肉瘤
2B5F.10,网膜肌肉瘤
2B5F.1Y,腹膜后或腹膜其他特指的肉瘤，不可归类在他处者
2B5F.1Z,腹膜后或腹膜未特指的肉瘤，不可归类在他处者
2B5F.2,其他特指部位的肉瘤，不可归类在他处者
2B5F.3,原发部位未知的肉瘤，不可归类在他处者
2B5G,部位未特指的子宫肌肉瘤
2B5H,原发部位的高分化脂肪样瘤
2B5J,其他或未特指部位的骨或关节软骨恶性骨肿瘤
2B5K,未特指的恶性软组织肿瘤或其他或未特指部位的骨或关节软骨肉瘤
2B5Y,其他特指的恶性间叶细胞肿瘤
2B5Z,未特指类型或部位的恶性间叶细胞肿瘤
2B60.0,唇基底细胞癌
2B60.1,唇鳞状细胞癌
2B60.Y,其他特指的唇恶性肿瘤
2B60.Z,唇恶性肿瘤，未特指的
2B61.0,舌根鳞状细胞癌
2B61.Y,其他特指的舌根恶性肿瘤
2B61.Z,舌根恶性肿瘤，未特指的
2B62.0,舌其他或未特指部位鳞状细胞癌
2B62.10,舌扁桃体鳞状细胞癌
2B62.Y,舌的其他和未特指部位的其他特指的恶性肿瘤
2B62.Z,舌其他或未特指部位恶性肿瘤，未特指的
2B63.0,牙龈鳞状细胞癌
2B63.Y,其他特指的牙龈恶性肿瘤
2B63.Z,牙龈恶性肿瘤，未特指的
2B64.0,口底鳞状细胞癌
2B64.Y,其他特指的口底恶性肿瘤
2B64.Z,口底恶性肿瘤，未特指的
2B65.0,腭腺癌
2B65.1,腭鳞状细胞癌
2B65.Y,其他特指的腭恶性肿瘤
2B65.Z,腭恶性肿瘤，未特指的
2B66.0,口腔其他或未特指部位的鳞状细胞癌
2B66.Y,口腔其他和未特指部位的其他特指的恶性肿瘤
2B66.Z,口腔其他或未特指部位的恶性肿瘤，未特指的
2B67.0,腮腺腺癌
2B67.1,腮腺鳞状细胞癌
2B67.Y,其他特指的腮腺恶性肿瘤
2B67.Z,腮腺恶性肿瘤，未特指的
2B68.0,颌下腺或舌下腺腺癌
2B68.1,颌下腺或舌下腺鳞状细胞癌
2B68.2,颌下腺或舌下腺其他特指的恶性肿瘤
2B68.Z,颌下腺或舌下腺恶性肿瘤，未特指的
2B69.0,扁桃体鳞状细胞癌
2B69.1,扁桃体其他特指的恶性肿瘤
